NOM ESTACIO,DATA,MAGNITUD,CONTAMINANT,UNITATS,TIPUS ESTACIO,AREA URBANA,MUNICIPI,NOM COMARCA,ALTITUD,LATITUD,LONGITUD,MITJANA_DIARIA,MAXIM_DIARI,ICQA
Manlleu,2023-11-30,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,16.75,20.0,A
Manlleu,2023-11-30,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,3.75,7.0,A
Manlleu,2023-11-30,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,32.5,60.0,D
Vic,2023-11-30,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,33.25,44.0,A
Vic,2023-11-30,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,8.5,11.0,A
Tona (Zona Esportiva),2023-11-30,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,5.0,5.0,A
Manlleu,2023-11-30,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,37.75,66.0,B
Vic,2023-11-30,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,12.0,20.0,A
Tona (Zona Esportiva),2023-11-30,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,36.0,46.0,A
Tona (Zona Esportiva),2023-11-29,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,34.95238095238095,55.0,A
Tona (Zona Esportiva),2023-11-29,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,11.909090909090908,33.0,A
Vic,2023-11-29,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,19.416666666666668,44.0,A
Vic,2023-11-29,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,7.375,32.0,A
Vic,2023-11-29,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,31.125,49.0,B
Manlleu,2023-11-29,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,54.125,92.0,D
Manlleu,2023-11-29,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,2.9583333333333335,10.0,A
Manlleu,2023-11-29,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,30.5,42.0,B
Manlleu,2023-11-29,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,33.916666666666664,82.0,D
Manlleu,2023-11-28,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,97.33333333333333,787.0,D
Manlleu,2023-11-28,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,9.791666666666666,45.0,A
Manlleu,2023-11-28,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,26.416666666666668,64.0,B
Manlleu,2023-11-28,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,37.083333333333336,144.0,D
Tona (Zona Esportiva),2023-11-28,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,14.0,25.0,A
Vic,2023-11-28,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,28.0,51.0,B
Tona (Zona Esportiva),2023-11-28,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,21.166666666666668,42.0,A
Vic,2023-11-28,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,9.428571428571429,52.0,A
Vic,2023-11-28,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,26.0,52.0,B
Manlleu,2023-11-27,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,12.0,38.0,A
Vic,2023-11-27,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,18.833333333333332,71.0,A
Vic,2023-11-27,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,21.416666666666668,38.0,B
Manlleu,2023-11-27,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,27.38095238095238,42.0,D
Manlleu,2023-11-27,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,25.31578947368421,42.0,B
Manlleu,2023-11-27,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,45.666666666666664,74.0,C
Vic,2023-11-27,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,22.291666666666668,36.0,A
Tona (Zona Esportiva),2023-11-27,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,25.61904761904762,62.0,A
Tona (Zona Esportiva),2023-11-27,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,10.333333333333334,23.0,A
Manlleu,2023-11-26,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,25.583333333333332,52.0,D
Vic,2023-11-26,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,20.625,72.0,A
Tona (Zona Esportiva),2023-11-26,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,39.041666666666664,73.0,A
Vic,2023-11-26,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,18.583333333333332,25.0,A
Manlleu,2023-11-26,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,18.25,63.0,A
Tona (Zona Esportiva),2023-11-26,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,7.916666666666667,18.0,A
Manlleu,2023-11-26,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,37.125,74.0,B
Manlleu,2023-11-26,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,22.083333333333332,52.0,B
Vic,2023-11-26,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,23.833333333333332,46.0,B
Manlleu,2023-11-25,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,24.625,40.0,A
Vic,2023-11-25,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,22.583333333333332,40.0,A
Vic,2023-11-25,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,22.166666666666668,51.0,A
Tona (Zona Esportiva),2023-11-25,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,10.75,30.0,A
Tona (Zona Esportiva),2023-11-25,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,33.541666666666664,65.0,A
Manlleu,2023-11-25,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,11.958333333333334,43.0,A
Manlleu,2023-11-25,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,48.75,83.0,C
Vic,2023-11-25,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,22.708333333333332,34.0,B
Manlleu,2023-11-25,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,31.916666666666668,68.0,D
Manlleu,2023-11-24,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,5.7,17.0,A
Manlleu,2023-11-24,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,32.15,58.0,B
Manlleu,2023-11-24,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,55.25,138.0,E
Manlleu,2023-11-24,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,116.875,536.0,E
Vic,2023-11-24,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,57.92857142857143,132.0,D
Tona (Zona Esportiva),2023-11-24,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,24.541666666666668,56.0,A
Tona (Zona Esportiva),2023-11-24,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,20.916666666666668,43.0,B
Vic,2023-11-24,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,10.75,49.0,A
Vic,2023-11-24,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,37.041666666666664,64.0,B
Vic,2023-11-23,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,28.916666666666668,52.0,B
Manlleu,2023-11-23,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,22.458333333333332,57.0,C
Manlleu,2023-11-23,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,29.791666666666668,60.0,B
Manlleu,2023-11-23,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,43.625,103.0,C
Manlleu,2023-11-23,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,14.875,59.0,A
Vic,2023-11-23,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,9.0,10.0,A
Vic,2023-11-23,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,24.708333333333332,66.0,A
Tona (Zona Esportiva),2023-11-23,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,35.875,62.0,A
Tona (Zona Esportiva),2023-11-23,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,12.583333333333334,26.0,A
Tona (Zona Esportiva),2023-11-22,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,6.5,18.0,A
Vic,2023-11-22,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,12.416666666666666,22.0,A
Manlleu,2023-11-22,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,31.083333333333332,67.0,B
Tona (Zona Esportiva),2023-11-22,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,58.625,82.0,B
Vic,2023-11-22,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,21.958333333333332,51.0,B
Vic,2023-11-22,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,36.791666666666664,82.0,A
Manlleu,2023-11-22,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,27.791666666666668,75.0,A
Manlleu,2023-11-22,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,23.625,56.0,B
Manlleu,2023-11-22,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,11.833333333333334,33.0,B
Vic,2023-11-21,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,9.958333333333334,18.0,A
Tona (Zona Esportiva),2023-11-21,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,5.416666666666667,12.0,A
Vic,2023-11-21,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,37.791666666666664,72.0,A
Tona (Zona Esportiva),2023-11-21,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,52.125,72.0,B
Vic,2023-11-21,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,15.541666666666666,45.0,B
Manlleu,2023-11-21,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,26.875,60.0,A
Manlleu,2023-11-21,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,11.958333333333334,24.0,B
Manlleu,2023-11-21,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,19.083333333333332,32.0,A
Manlleu,2023-11-21,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,19.791666666666668,53.0,B
Manlleu,2023-11-20,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,33.5,55.0,B
Manlleu,2023-11-20,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,22.25,69.0,A
Manlleu,2023-11-20,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,21.125,36.0,A
Tona (Zona Esportiva),2023-11-20,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,36.5,69.0,A
Manlleu,2023-11-20,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,16.541666666666668,28.0,B
Vic,2023-11-20,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,26.916666666666668,75.0,A
Tona (Zona Esportiva),2023-11-20,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,10.708333333333334,25.0,A
Vic,2023-11-20,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,24.666666666666668,51.0,B
Vic,2023-11-20,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,19.083333333333332,54.0,A
Tona (Zona Esportiva),2023-11-19,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,7.416666666666667,12.0,A
Vic,2023-11-19,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,17.041666666666668,54.0,A
Vic,2023-11-19,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,17.75,31.0,A
Tona (Zona Esportiva),2023-11-19,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,33.125,75.0,A
Vic,2023-11-19,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,23.041666666666668,47.0,B
Manlleu,2023-11-19,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,26.333333333333332,48.0,D
Manlleu,2023-11-19,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,26.5,79.0,B
Manlleu,2023-11-19,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,9.833333333333334,48.0,A
Manlleu,2023-11-19,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,45.083333333333336,77.0,C
Manlleu,2023-11-18,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,13.5,51.0,A
Vic,2023-11-18,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,20.0,39.0,A
Vic,2023-11-18,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,17.75,25.0,A
Tona (Zona Esportiva),2023-11-18,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,7.833333333333333,14.0,A
Vic,2023-11-18,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,22.333333333333332,60.0,A
Tona (Zona Esportiva),2023-11-18,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,31.416666666666668,64.0,A
Manlleu,2023-11-18,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,23.375,49.0,C
Manlleu,2023-11-18,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,22.541666666666668,39.0,A
Manlleu,2023-11-18,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,43.583333333333336,105.0,C
Tona (Zona Esportiva),2023-11-17,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,14.958333333333334,23.0,A
Tona (Zona Esportiva),2023-11-17,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,31.791666666666668,63.0,A
Vic,2023-11-17,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,21.875,60.0,A
Vic,2023-11-17,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,21.083333333333332,30.0,A
Vic,2023-11-17,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,18.458333333333332,35.0,A
Manlleu,2023-11-17,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,15.875,24.0,B
Manlleu,2023-11-17,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,21.166666666666668,34.0,A
Manlleu,2023-11-17,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,17.708333333333332,53.0,A
Manlleu,2023-11-17,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,31.833333333333332,50.0,B
Vic,2023-11-16,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,20.708333333333332,43.0,B
Vic,2023-11-16,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,22.083333333333332,54.0,A
Tona (Zona Esportiva),2023-11-16,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,33.291666666666664,59.0,A
Vic,2023-11-16,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,17.875,42.0,A
Tona (Zona Esportiva),2023-11-16,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,10.083333333333334,18.0,A
Manlleu,2023-11-16,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,37.25,94.0,B
Manlleu,2023-11-16,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,20.125,40.0,A
Manlleu,2023-11-16,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,19.916666666666668,45.0,B
Manlleu,2023-11-16,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,17.458333333333332,39.0,B
Manlleu,2023-11-15,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,23.791666666666668,44.0,B
Manlleu,2023-11-15,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,2.9583333333333335,10.0,A
Vic,2023-11-15,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,26.416666666666668,46.0,B
Manlleu,2023-11-15,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,22.208333333333332,33.0,C
Manlleu,2023-11-15,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,48.375,72.0,C
Vic,2023-11-15,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,4.958333333333333,14.0,A
Vic,2023-11-15,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,25.0,49.0,B
Tona (Zona Esportiva),2023-11-15,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,11.791666666666666,25.0,A
Tona (Zona Esportiva),2023-11-15,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,27.791666666666668,54.0,A
Manlleu,2023-11-14,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,38.166666666666664,74.0,B
Manlleu,2023-11-14,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,14.375,55.0,A
Manlleu,2023-11-14,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,20.041666666666668,51.0,B
Vic,2023-11-14,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,20.458333333333332,46.0,B
Vic,2023-11-14,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,17.916666666666668,62.0,A
Vic,2023-11-14,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,20.833333333333332,36.0,B
Tona (Zona Esportiva),2023-11-14,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,8.916666666666666,16.0,A
Tona (Zona Esportiva),2023-11-14,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,29.541666666666668,65.0,A
Manlleu,2023-11-14,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,17.541666666666668,29.0,B
Vic,2023-11-13,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,24.416666666666668,70.0,A
Manlleu,2023-11-13,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,34.166666666666664,100.0,B
Manlleu,2023-11-13,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,16.541666666666668,60.0,A
Manlleu,2023-11-13,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,21.041666666666668,46.0,B
Manlleu,2023-11-13,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,15.458333333333334,34.0,B
Tona (Zona Esportiva),2023-11-13,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,36.458333333333336,73.0,A
Tona (Zona Esportiva),2023-11-13,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,7.291666666666667,17.0,A
Vic,2023-11-13,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,18.208333333333332,46.0,A
Vic,2023-11-13,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,20.208333333333332,48.0,B
Vic,2023-12-11,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,14.416666666666666,35.0,A
Vic,2023-12-11,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,28.833333333333332,61.0,A
Vic,2023-12-11,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,13.375,18.0,A
Tona (Zona Esportiva),2023-12-11,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,6.125,14.0,A
Tona (Zona Esportiva),2023-12-11,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,39.041666666666664,68.0,A
Manlleu,2023-12-11,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,12.208333333333334,30.0,B
Manlleu,2023-12-11,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,15.958333333333334,45.0,B
Manlleu,2023-12-11,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,22.708333333333332,53.0,A
Manlleu,2023-12-11,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,20.541666666666668,48.0,B
Vic,2023-11-11,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,28.333333333333332,63.0,A
Manlleu,2023-11-11,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,23.25,60.0,B
Manlleu,2023-11-11,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,21.041666666666668,61.0,A
Manlleu,2023-11-11,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,19.666666666666668,44.0,B
Manlleu,2023-11-11,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,13.333333333333334,36.0,B
Tona (Zona Esportiva),2023-11-11,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,35.0,66.0,A
Tona (Zona Esportiva),2023-11-11,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,9.208333333333334,18.0,A
Vic,2023-11-11,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,12.0,23.0,A
Vic,2023-11-11,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,16.333333333333332,30.0,A
Manlleu,2023-10-11,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,24.208333333333332,82.0,B
Manlleu,2023-10-11,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,29.041666666666668,64.0,A
Manlleu,2023-10-11,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,23.833333333333332,65.0,B
Manlleu,2023-10-11,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,12.291666666666666,35.0,B
Tona (Zona Esportiva),2023-10-11,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,61.333333333333336,72.0,B
Tona (Zona Esportiva),2023-10-11,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,5.625,17.0,A
Vic,2023-10-11,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,9.958333333333334,21.0,A
Vic,2023-10-11,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,44.5,72.0,A
Vic,2023-10-11,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,16.916666666666668,55.0,B
Manlleu,2023-09-11,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,14.25,24.0,B
Manlleu,2023-09-11,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,24.375,59.0,A
Manlleu,2023-09-11,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,22.791666666666668,37.0,B
Tona (Zona Esportiva),2023-09-11,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,54.166666666666664,75.0,B
Vic,2023-09-11,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,29.08695652173913,57.0,A
Tona (Zona Esportiva),2023-09-11,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,7.0,17.0,A
Vic,2023-09-11,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,23.391304347826086,53.0,B
Vic,2023-09-11,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,14.7,21.0,A
Manlleu,2023-09-11,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,23.625,36.0,A
Manlleu,2023-08-11,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,28.75,69.0,B
Vic,2023-08-11,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,18.5,40.0,A
Manlleu,2023-08-11,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,23.666666666666668,66.0,B
Manlleu,2023-08-11,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,26.666666666666668,71.0,A
Vic,2023-08-11,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,39.25,80.0,A
Vic,2023-08-11,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,17.25,48.0,A
Tona (Zona Esportiva),2023-08-11,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,6.375,18.0,A
Tona (Zona Esportiva),2023-08-11,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,51.25,84.0,B
Manlleu,2023-08-11,9,PM2.5,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,14.583333333333334,47.0,B
Vic,2023-07-11,8,NO2,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,15.708333333333334,36.0,A
Manlleu,2023-07-11,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,22.041666666666668,37.0,B
Vic,2023-07-11,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,14.791666666666666,31.0,A
