NOM ESTACIO,DATA,MAGNITUD,CONTAMINANT,UNITATS,TIPUS ESTACIO,AREA URBANA,MUNICIPI,NOM COMARCA,ALTITUD,LATITUD,LONGITUD,MITJANA_DIARIA,MAXIM_DIARI,ICQA
Manlleu,2021-01-15,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,27.462500000000002,58.0,B
Manlleu,2021-01-15,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,38.31818181818182,107.0,B
Manlleu,2021-01-15,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,8.083333333333334,22.0,A
Vic,2021-01-15,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,22.375,47.0,B
Vic,2021-01-15,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,12.541666666666666,26.0,A
Tona (Zona Esportiva),2021-01-15,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,14.958333333333334,31.0,A
Tona (Zona Esportiva),2021-01-15,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,29.833333333333332,53.0,A
Manlleu,2021-01-14,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,7.166666666666667,21.0,A
Vic,2021-01-14,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,13.375,35.0,A
Vic,2021-01-14,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,16.958333333333332,32.0,A
Tona (Zona Esportiva),2021-01-14,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,17.0,34.0,A
Tona (Zona Esportiva),2021-01-14,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,20.458333333333332,35.0,A
Manlleu,2021-01-14,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,23.75833333333333,43.5,B
Manlleu,2021-01-14,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,31.125,60.0,B
Tona (Zona Esportiva),2021-01-13,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,16.625,30.0,A
Manlleu,2021-01-13,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,34.958333333333336,59.0,B
Vic,2021-01-13,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,19.791666666666668,43.0,A
Manlleu,2021-01-13,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,26.87083333333334,51.1,B
Manlleu,2021-01-13,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,8.625,32.0,A
Vic,2021-01-13,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,18.541666666666668,42.0,A
Tona (Zona Esportiva),2021-01-13,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,22.625,42.0,A
Vic,2021-12-01,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,39.666666666666664,54.0,A
Manlleu,2021-12-01,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,16.920833333333334,48.7,B
Manlleu,2021-12-01,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,23.708333333333332,38.0,A
Vic,2021-12-01,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,9.875,18.0,A
Tona (Zona Esportiva),2021-12-01,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,11.5,28.0,A
Manlleu,2021-12-01,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,20.0,46.0,A
Tona (Zona Esportiva),2021-12-01,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,35.791666666666664,43.0,A
Manlleu,2021-11-01,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,13.420833333333333,23.9,A
Tona (Zona Esportiva),2021-11-01,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,9.416666666666666,29.0,A
Manlleu,2021-11-01,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,27.5,45.0,A
Tona (Zona Esportiva),2021-11-01,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,36.791666666666664,49.0,A
Manlleu,2021-11-01,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,13.9,27.0,A
Vic,2021-11-01,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,9.5,18.0,A
Vic,2021-11-01,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,35.391304347826086,46.0,A
Vic,2021-10-01,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,5.5,13.0,A
Manlleu,2021-10-01,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,11.537500000000001,20.8,A
Tona (Zona Esportiva),2021-10-01,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,60.708333333333336,71.0,B
Manlleu,2021-10-01,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,48.625,64.0,A
Vic,2021-10-01,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,57.791666666666664,71.0,B
Manlleu,2021-10-01,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,7.458333333333333,21.0,A
Tona (Zona Esportiva),2021-10-01,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,6.0,8.0,A
Tona (Zona Esportiva),2021-09-01,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,7.041666666666667,11.0,A
Manlleu,2021-09-01,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,22.45,45.2,B
Manlleu,2021-09-01,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,26.375,51.0,A
Vic,2021-09-01,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,53.458333333333336,66.0,B
Vic,2021-09-01,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,3.7916666666666665,15.0,A
Tona (Zona Esportiva),2021-09-01,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,62.125,68.0,B
Manlleu,2021-09-01,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,12.375,37.0,A
Tona (Zona Esportiva),2021-08-01,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,19.791666666666668,33.0,A
Tona (Zona Esportiva),2021-08-01,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,21.75,50.0,A
Vic,2021-08-01,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,35.083333333333336,67.0,B
Manlleu,2021-08-01,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,50.458333333333336,93.0,D
Manlleu,2021-08-01,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,6.75,32.0,A
Manlleu,2021-08-01,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,35.545833333333334,61.2,B
Vic,2021-08-01,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,10.291666666666666,31.0,A
Manlleu,2021-07-01,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,34.791666666666664,57.4,B
Tona (Zona Esportiva),2021-07-01,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,16.545454545454547,46.0,A
Manlleu,2021-07-01,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,5.833333333333333,16.0,A
Manlleu,2021-07-01,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,58.9,122.0,D
Vic,2021-07-01,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,12.083333333333334,37.0,A
Tona (Zona Esportiva),2021-07-01,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,27.416666666666668,43.0,B
Vic,2021-07-01,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,29.125,57.0,B
Vic,2021-06-01,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,16.875,27.0,A
Manlleu,2021-06-01,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,37.083333333333336,70.0,B
Tona (Zona Esportiva),2021-06-01,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,20.958333333333332,45.0,A
Manlleu,2021-06-01,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,25.612499999999997,55.9,B
Manlleu,2021-06-01,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,11.416666666666666,44.0,A
Vic,2021-06-01,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,20.916666666666668,46.0,A
Tona (Zona Esportiva),2021-06-01,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,11.375,23.0,A
Manlleu,2021-05-01,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,37.291666666666664,72.0,B
Vic,2021-05-01,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,21.291666666666668,58.0,A
Manlleu,2021-05-01,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,9.875,36.0,A
Manlleu,2021-05-01,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,29.245833333333334,50.7,B
Tona (Zona Esportiva),2021-05-01,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,22.583333333333332,49.0,A
Tona (Zona Esportiva),2021-05-01,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,11.625,30.0,A
Vic,2021-05-01,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,16.541666666666668,44.0,A
Tona (Zona Esportiva),2021-04-01,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,14.375,30.0,A
Manlleu,2021-04-01,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,32.125,60.0,B
Tona (Zona Esportiva),2021-04-01,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,23.125,49.0,A
Vic,2021-04-01,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,19.416666666666668,52.0,A
Vic,2021-04-01,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,18.458333333333332,58.0,A
Manlleu,2021-04-01,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,11.791666666666666,48.0,A
Manlleu,2021-04-01,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,26.745833333333337,61.2,B
Manlleu,2021-03-01,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,20.333333333333332,63.0,B
Vic,2021-03-01,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,10.541666666666666,21.0,A
Tona (Zona Esportiva),2021-03-01,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,30.625,44.0,A
Manlleu,2021-03-01,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,25.666666666666668,53.0,A
Tona (Zona Esportiva),2021-03-01,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,7.0,13.0,A
Vic,2021-03-01,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,36.541666666666664,57.0,A
Manlleu,2021-03-01,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,17.008333333333336,49.2,B
Tona (Zona Esportiva),2021-02-01,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,8.708333333333334,19.0,A
Vic,2021-02-01,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,9.166666666666666,21.0,A
Manlleu,2021-02-01,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,19.166666666666668,51.0,A
Tona (Zona Esportiva),2021-02-01,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,26.75,40.0,A
Manlleu,2021-02-01,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,15.179166666666669,33.4,A
Manlleu,2021-02-01,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,22.166666666666668,34.0,A
Vic,2021-02-01,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,36.958333333333336,54.0,A
Vic,2021-01-01,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,11.75,23.0,A
Vic,2021-01-01,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,26.666666666666668,50.0,A
Tona (Zona Esportiva),2021-01-01,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,25.791666666666668,44.0,A
Tona (Zona Esportiva),2021-01-01,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,7.875,20.0,A
Manlleu,2021-01-01,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,23.125,38.0,B
Manlleu,2021-01-01,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,13.416666666666666,36.0,A
Manlleu,2021-01-01,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,18.416666666666668,32.2,A
Manlleu,2020-12-31,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,16.541666666666668,45.0,A
Tona (Zona Esportiva),2020-12-31,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,9.333333333333334,22.0,A
Vic,2020-12-31,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,30.291666666666668,61.0,A
Manlleu,2020-12-31,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,25.083333333333332,47.0,B
Vic,2020-12-31,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,13.291666666666666,25.0,A
Tona (Zona Esportiva),2020-12-31,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,30.875,50.0,A
Manlleu,2020-12-31,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,20.837500000000002,34.9,A
Manlleu,2020-12-30,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,25.53333333333333,59.0,B
Tona (Zona Esportiva),2020-12-30,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,16.208333333333332,35.0,A
Tona (Zona Esportiva),2020-12-30,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,25.166666666666668,45.0,A
Manlleu,2020-12-30,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,31.583333333333332,74.0,B
Manlleu,2020-12-30,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,12.791666666666666,46.0,A
Vic,2020-12-30,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,20.208333333333332,56.0,A
Vic,2020-12-30,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,17.208333333333332,36.0,A
Manlleu,2020-12-29,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,19.041666666666668,44.0,A
Manlleu,2020-12-29,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,26.537499999999998,54.3,B
Tona (Zona Esportiva),2020-12-29,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,39.333333333333336,48.0,A
Vic,2020-12-29,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,35.0,61.0,A
Vic,2020-12-29,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,12.583333333333334,38.0,A
Tona (Zona Esportiva),2020-12-29,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,7.291666666666667,25.0,A
Manlleu,2020-12-29,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,22.416666666666668,50.0,B
Tona (Zona Esportiva),2020-12-28,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,2.7916666666666665,5.0,A
Vic,2020-12-28,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,6.5,9.0,A
Vic,2020-12-28,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,60.375,69.0,B
Tona (Zona Esportiva),2020-12-28,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,48.5,56.0,A
Manlleu,2020-12-28,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,49.958333333333336,64.0,A
Manlleu,2020-12-28,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,9.054166666666665,19.3,A
Manlleu,2020-12-28,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,8.5,16.0,A
Tona (Zona Esportiva),2020-12-27,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,30.75,52.0,A
Vic,2020-12-27,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,10.375,27.0,A
Manlleu,2020-12-27,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,23.833333333333332,47.0,B
Vic,2020-12-27,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,30.416666666666668,63.0,A
Manlleu,2020-12-27,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,21.808333333333334,50.7,B
Tona (Zona Esportiva),2020-12-27,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,10.25,22.0,A
Manlleu,2020-12-27,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,16.625,40.0,A
Manlleu,2020-12-26,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,17.416666666666668,56.0,A
Vic,2020-12-26,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,56.291666666666664,79.0,B
Tona (Zona Esportiva),2020-12-26,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,4.833333333333333,23.0,A
Vic,2020-12-26,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,8.125,20.0,A
Tona (Zona Esportiva),2020-12-26,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,48.583333333333336,64.0,A
Manlleu,2020-12-26,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,42.458333333333336,69.0,A
Manlleu,2020-12-26,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,17.945833333333333,45.1,B
Vic,2020-12-25,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,55.333333333333336,77.0,B
Manlleu,2020-12-25,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,8.583333333333334,28.0,A
Manlleu,2020-12-25,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,7.241666666666667,19.9,A
Vic,2020-12-25,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,3.625,7.0,A
Tona (Zona Esportiva),2020-12-25,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,42.375,65.0,A
Tona (Zona Esportiva),2020-12-25,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,2.625,5.0,A
Manlleu,2020-12-25,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,40.416666666666664,70.0,A
Manlleu,2020-12-24,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,6.916666666666667,17.0,A
Manlleu,2020-12-24,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,16.6375,33.5,A
Tona (Zona Esportiva),2020-12-24,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,20.458333333333332,44.0,A
Vic,2020-12-24,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,19.3,51.0,A
Vic,2020-12-24,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,14.583333333333334,37.0,A
Tona (Zona Esportiva),2020-12-24,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,10.125,22.0,A
Manlleu,2020-12-24,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,32.15,58.0,B
Manlleu,2020-12-23,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,2.875,10.0,A
Vic,2020-12-23,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,2.4583333333333335,9.0,A
Vic,2020-12-23,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,33.416666666666664,80.0,B
Manlleu,2020-12-23,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,45.291666666666664,68.0,C
Tona (Zona Esportiva),2020-12-23,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,14.0,42.0,B
Manlleu,2020-12-23,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,23.72083333333333,50.1,B
Tona (Zona Esportiva),2020-12-23,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,14.208333333333334,44.0,A
Tona (Zona Esportiva),2020-12-22,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,6.541666666666667,20.0,A
Tona (Zona Esportiva),2020-12-22,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,19.333333333333332,39.0,A
Manlleu,2020-12-22,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,39.125,93.0,B
Manlleu,2020-12-22,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,3.7916666666666665,16.0,A
Manlleu,2020-12-22,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,23.058333333333326,49.3,B
Vic,2020-12-22,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,2.2083333333333335,9.0,A
Vic,2020-12-22,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,25.0,53.0,B
Vic,2020-12-21,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,10.416666666666666,29.0,A
Tona (Zona Esportiva),2020-12-21,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,13.416666666666666,28.0,A
Manlleu,2020-12-21,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,5.833333333333333,22.0,A
Manlleu,2020-12-21,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,17.104166666666664,33.9,A
Tona (Zona Esportiva),2020-12-21,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,12.833333333333334,25.0,A
Manlleu,2020-12-21,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,21.166666666666668,62.0,B
Vic,2020-12-21,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,16.0,33.0,A
Manlleu,2020-12-20,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,15.5,34.0,A
Manlleu,2020-12-20,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,16.083333333333332,43.0,A
Tona (Zona Esportiva),2020-12-20,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,4.833333333333333,10.0,A
Manlleu,2020-12-20,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,13.0625,21.5,A
Vic,2020-12-20,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,9.0,17.0,A
Tona (Zona Esportiva),2020-12-20,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,28.291666666666668,46.0,A
Vic,2020-12-20,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,35.791666666666664,51.0,A
Manlleu,2020-12-19,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,14.791666666666666,46.0,A
Manlleu,2020-12-19,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,22.53333333333333,38.4,A
Tona (Zona Esportiva),2020-12-19,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,4.916666666666667,12.0,A
Manlleu,2020-12-19,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,24.583333333333332,47.0,B
Vic,2020-12-19,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,15.166666666666666,24.0,A
Vic,2020-12-19,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,34.958333333333336,62.0,A
Tona (Zona Esportiva),2020-12-19,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,46.375,63.0,A
Manlleu,2020-12-18,10,PM10,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,47.666666666666664,72.0,C
Tona (Zona Esportiva),2020-12-18,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,10.333333333333334,44.0,A
Vic,2020-12-18,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,31.916666666666668,49.0,B
Manlleu,2020-12-18,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,27.791666666666668,36.7,A
Vic,2020-12-18,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,1.0,1.0,A
Tona (Zona Esportiva),2020-12-18,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,28.833333333333332,51.0,B
Manlleu,2020-12-18,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,1.0416666666666667,2.0,A
Manlleu,2020-12-17,8,NO2,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,36.71249999999999,64.9,B
Manlleu,2020-12-17,14,O3,µg/m3,background,suburban,Manlleu,Osona,460,42.003307,2.2872992,3.625,12.0,A
Vic,2020-12-17,14,O3,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,4.708333333333333,16.0,A
Tona (Zona Esportiva),2020-12-17,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,22.0,47.0,B
Tona (Zona Esportiva),2020-12-17,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.2175014,9.625,23.0,A
Vic,2020-12-17,10,PM10,µg/m3,background,suburban,Vic,Osona,498,41.93501,2.2400014,26.875,43.0,B
